-1.425968e-01,6.923243e-01,7.073274e-01,-6.403997e-03,4.422721e-04,-1.237679e-05,-6.027181e-06,
-3.413219e-01,-7.054535e-02,-1.011295e-03,-1.527125e-01,-2.008726e-01,7.974774e-01,-2.051507e-01,
-3.391420e-01,-7.008852e-02,-9.986648e-04,-1.398874e-01,-6.171798e-02,-7.790657e-02,4.964918e-01,
-3.540393e-01,-7.315767e-02,-1.033140e-03,-1.435791e-01,-3.589449e-02,6.890830e-02,6.643921e-01,
-3.500860e-01,-6.611936e-02,2.616639e-03,9.301416e-01,-8.882302e-02,1.200204e-03,2.223411e-03,
-3.468373e-01,-7.148882e-02,-9.541067e-04,-4.729949e-02,9.210496e-01,2.006826e-02,-1.461353e-01,
-3.565743e-01,-7.369347e-02,-1.071931e-03,-1.524659e-01,-1.484719e-01,-3.932193e-01,-2.354110e-01,
-3.404557e-01,-7.035976e-02,-1.010538e-03,-1.513990e-01,-1.894315e-01,4.214630e-02,-3.970304e-01,
-3.422699e-01,-7.073042e-02,-1.012596e-03,-1.512733e-01,-2.010035e-01,-4.431819e-01,-1.886272e-01,
-1.405130e-01,6.932385e-01,-7.068762e-01,-1.610844e-03,8.149889e-05,4.303649e-06,1.524204e-05,
