-7.028503e-02,7.027649e-01,7.079328e-01,-3.563294e-03,-1.979449e-04,5.504387e-05,1.797630e-05,
-1.841218e-01,-1.993017e-02,-1.049759e-04,-3.270773e-01,1.454088e-01,4.564704e-01,-1.156200e-01,
-1.784539e-01,-1.930885e-02,-9.397002e-05,-3.330048e-01,2.741827e-01,-3.158722e-01,-2.508827e-01,
-2.002143e-01,-2.167567e-02,-1.177165e-04,-3.368017e-01,9.964809e-04,5.217618e-01,6.141028e-01,
-8.501076e-01,-8.547126e-02,3.057810e-03,5.148656e-01,7.008897e-02,1.281061e-03,8.215094e-04,
-2.360131e-01,-2.526182e-02,5.587205e-05,-2.689564e-01,-9.125439e-01,-1.392155e-01,-8.604938e-02,
-1.944846e-01,-2.105680e-02,-1.178652e-04,-3.407772e-01,1.143162e-01,2.393096e-01,-6.460249e-01,
-1.820986e-01,-1.968065e-02,-1.067942e-04,-3.301931e-01,1.989727e-01,-5.052299e-01,2.945276e-01,
-1.854345e-01,-2.007002e-02,-1.097517e-04,-3.257275e-01,1.156374e-01,-2.961676e-01,1.872640e-01,
-7.397611e-02,7.040630e-01,-7.062731e-01,-1.057361e-03,-9.254170e-05,1.940437e-05,-2.845282e-06,
